Freq.	-V(reflectedwaveover20)/V(minusincidentwaveover20)
7.14461446144602e+07	-9.61368395729860e-01,2.74006014374785e-01
7.14521452145202e+07	-9.61289534800871e-01,2.74280603952328e-01
7.14581458145802e+07	-9.61210595098036e-01,2.74555170737169e-01
7.14641464146402e+07	-9.61131576627959e-01,2.74829714706793e-01
7.14701470147002e+07	-9.61052479397212e-01,2.75104235838642e-01
7.14761476147602e+07	-9.60973303412437e-01,2.75378734110184e-01
7.14821482148203e+07	-9.60894048680259e-01,2.75653209498884e-01
7.14881488148803e+07	-9.60814715207292e-01,2.75927661982202e-01
7.14941494149403e+07	-9.60735303000218e-01,2.76202091537620e-01
7.15001500150003e+07	-9.60655812065683e-01,2.76476498142604e-01
7.15061506150603e+07	-9.60576242410276e-01,2.76750881774606e-01
7.15121512151203e+07	-9.60496594040740e-01,2.77025242411126e-01
7.15181518151803e+07	-9.60416866963677e-01,2.77299580029626e-01
7.15241524152403e+07	-9.60337061185779e-01,2.77573894607593e-01
7.15301530153003e+07	-9.60257176713705e-01,2.77848186122495e-01
7.15361536153603e+07	-9.60177213554203e-01,2.78122454551821e-01
7.15421542154203e+07	-9.60097171713876e-01,2.78396699873051e-01
7.15481548154803e+07	-9.60017051199488e-01,2.78670922063671e-01
7.15541554155403e+07	-9.59936852017721e-01,2.78945121101176e-01
7.15601560156003e+07	-9.59856574175307e-01,2.79219296963055e-01
7.15661566156603e+07	-9.59776217678897e-01,2.79493449626780e-01
7.15721572157203e+07	-9.59695782535347e-01,2.79767579069864e-01
7.15781578157803e+07	-9.59615268751185e-01,2.80041685269793e-01
7.15841584158403e+07	-9.59534676333282e-01,2.80315768204061e-01
7.15901590159003e+07	-9.59454005288380e-01,2.80589827850182e-01
7.15961596159603e+07	-9.59373255623204e-01,2.80863864185653e-01
7.16021602160203e+07	-9.59292427344533e-01,2.81137877187972e-01
7.16081608160803e+07	-9.59211520459083e-01,2.81411866834641e-01
7.16141614161403e+07	-9.59130534973643e-01,2.81685833103176e-01
7.16201620162003e+07	-9.59049470895016e-01,2.81959775971063e-01
7.16261626162603e+07	-9.58968328229863e-01,2.82233695415836e-01
7.16321632163203e+07	-9.58887106985175e-01,2.82507591415019e-01
7.16381638163803e+07	-9.58805807167613e-01,2.82781463946100e-01
7.16441644164403e+07	-9.58724428783976e-01,2.83055312986600e-01
7.16501650165003e+07	-9.58642971841071e-01,2.83329138514045e-01
7.16561656165603e+07	-9.58561436345754e-01,2.83602940505963e-01
7.16621662166203e+07	-9.58479822304821e-01,2.83876718939867e-01
7.16681668166803e+07	-9.58398129725102e-01,2.84150473793270e-01
7.16741674167403e+07	-9.58316358613403e-01,2.84424205043715e-01
7.16801680168003e+07	-9.58234508976605e-01,2.84697912668737e-01
7.16861686168603e+07	-9.58152580821558e-01,2.84971596645850e-01
7.16921692169203e+07	-9.58070574155064e-01,2.85245256952605e-01
7.16981698169803e+07	-9.57988488984008e-01,2.85518893566510e-01
7.17041704170403e+07	-9.57906325315227e-01,2.85792506465110e-01
7.17101710171003e+07	-9.57824083155682e-01,2.86066095625976e-01
7.17161716171603e+07	-9.57741762512116e-01,2.86339661026599e-01
7.17221722172203e+07	-9.57659363391501e-01,2.86613202644559e-01
7.17281728172803e+07	-9.57576885800705e-01,2.86886720457385e-01
7.17341734173403e+07	-9.57494329746626e-01,2.87160214442608e-01
7.17401740174003e+07	-9.57411695236205e-01,2.87433684577817e-01
7.17461746174603e+07	-9.57328982276201e-01,2.87707130840519e-01
7.17521752175203e+07	-9.57246190873726e-01,2.87980553208302e-01
7.17581758175803e+07	-9.57163321035590e-01,2.88253951658706e-01
7.17641764176403e+07	-9.57080372768768e-01,2.88527326169283e-01
7.17701770177003e+07	-9.56997346080127e-01,2.88800676717582e-01
7.17761776177603e+07	-9.56914240976648e-01,2.89074003281198e-01
7.17821782178203e+07	-9.56831057465330e-01,2.89347305837657e-01
7.17881788178803e+07	-9.56747795553055e-01,2.89620584364535e-01
7.17941794179403e+07	-9.56664455246825e-01,2.89893838839428e-01
7.18001800180003e+07	-9.56581036553545e-01,2.90167069239861e-01
7.18061806180603e+07	-9.56497539480231e-01,2.90440275543415e-01
7.18121812181203e+07	-9.56413964033903e-01,2.90713457727694e-01
7.18181818181803e+07	-9.56330310221463e-01,2.90986615770226e-01
7.18241824182403e+07	-9.56246578050007e-01,2.91259749648636e-01
7.18301830183003e+07	-9.56162767526383e-01,2.91532859340465e-01
7.18361836183603e+07	-9.56078878657728e-01,2.91805944823299e-01
7.18421842184203e+07	-9.55994911451008e-01,2.92079006074733e-01
7.18481848184803e+07	-9.55910865913284e-01,2.92352043072356e-01
7.18541854185403e+07	-9.55826742051450e-01,2.92625055793728e-01
7.18601860186003e+07	-9.55742539872686e-01,2.92898044216462e-01
7.18661866186603e+07	-9.55658259383942e-01,2.93171008318156e-01
7.18721872187203e+07	-9.55573900592329e-01,2.93443948076385e-01
7.18781878187803e+07	-9.55489463504741e-01,2.93716863468730e-01
7.18841884188403e+07	-9.55404948128432e-01,2.93989754472830e-01
7.18901890189003e+07	-9.55320354470353e-01,2.94262621066252e-01
7.18961896189603e+07	-9.55235682537595e-01,2.94535463226603e-01
7.19021902190203e+07	-9.55150932337256e-01,2.94808280931498e-01
7.19081908190803e+07	-9.55066103876328e-01,2.95081074158514e-01
7.19141914191403e+07	-9.54981197162030e-01,2.95353842885293e-01
7.19201920192003e+07	-9.54896212201347e-01,2.95626587089425e-01
7.19261926192603e+07	-9.54811149001445e-01,2.95899306748523e-01
7.19321932193203e+07	-9.54726007569432e-01,2.96172001840203e-01
7.19381938193803e+07	-9.54640787912375e-01,2.96444672342084e-01
7.19441944194403e+07	-9.54555490037417e-01,2.96717318231778e-01
7.19501950195003e+07	-9.54470113951727e-01,2.96989939486905e-01
7.19561956195603e+07	-9.54384659662325e-01,2.97262536085093e-01
7.19621962196203e+07	-9.54299127176420e-01,2.97535108003944e-01
7.19681968196803e+07	-9.54213516501200e-01,2.97807655221117e-01
7.19741974197403e+07	-9.54127827643705e-01,2.98080177714210e-01
7.19801980198003e+07	-9.54042060611245e-01,2.98352675460884e-01
7.19861986198603e+07	-9.53956215410810e-01,2.98625148438738e-01
7.19921992199203e+07	-9.53870292049748e-01,2.98897596625428e-01
7.19981998199803e+07	-9.53784290535101e-01,2.99170019998594e-01
7.20042004200403e+07	-9.53698210874100e-01,2.99442418535843e-01
7.20102010201003e+07	-9.53612053073910e-01,2.99714792214833e-01
7.20162016201603e+07	-9.53525817141768e-01,2.99987141013227e-01
7.20222022202203e+07	-9.53439503084882e-01,3.00259464908642e-01
7.20282028202803e+07	-9.53353110910391e-01,3.00531763878733e-01
7.20342034203403e+07	-9.53266640625575e-01,3.00804037901166e-01
7.20402040204003e+07	-9.53180092237640e-01,3.01076286953556e-01
7.20462046204603e+07	-9.53093465753829e-01,3.01348511013578e-01
7.20522052205203e+07	-9.53006761181312e-01,3.01620710058888e-01
7.20582058205803e+07	-9.52919978527395e-01,3.01892884067145e-01
7.20642064206403e+07	-9.52833117799304e-01,3.02165033016003e-01
7.20702070207004e+07	-9.52746179004293e-01,3.02437156883115e-01
7.20762076207604e+07	-9.52659162149643e-01,3.02709255646153e-01
7.20822082208204e+07	-9.52572067242530e-01,3.02981329282777e-01
7.20882088208804e+07	-9.52484894290361e-01,3.03253377770671e-01
7.20942094209404e+07	-9.52397643300323e-01,3.03525401087491e-01
7.21002100210004e+07	-9.52310314279749e-01,3.03797399210908e-01
7.21062106210604e+07	-9.52222907235908e-01,3.04069372118596e-01
7.21122112211204e+07	-9.52135422176007e-01,3.04341319788222e-01
7.21182118211804e+07	-9.52047859107528e-01,3.04613242197493e-01
7.21242124212404e+07	-9.51960218037672e-01,3.04885139324060e-01
7.21302130213004e+07	-9.51872498973777e-01,3.05157011145617e-01
7.21362136213604e+07	-9.51784701923165e-01,3.05428857639855e-01
7.21422142214204e+07	-9.51696826893188e-01,3.05700678784450e-01
7.21482148214804e+07	-9.51608873891119e-01,3.05972474557092e-01
7.21542154215404e+07	-9.51520842924342e-01,3.06244244935468e-01
7.21602160216004e+07	-9.51432734000248e-01,3.06515989897287e-01
7.21662166216604e+07	-9.51344547126149e-01,3.06787709420231e-01
7.21722172217204e+07	-9.51256282309341e-01,3.07059403481997e-01
7.21782178217804e+07	-9.51167939557324e-01,3.07331072060291e-01
7.21842184218404e+07	-9.51079518877384e-01,3.07602715132807e-01
7.21902190219004e+07	-9.50991020276923e-01,3.07874332677248e-01
7.21962196219604e+07	-9.50902443763326e-01,3.08145924671334e-01
7.22022202220204e+07	-9.50813789343966e-01,3.08417491092751e-01
7.22082208220804e+07	-9.50725057026286e-01,3.08689031919225e-01
7.22142214221404e+07	-9.50636246817714e-01,3.08960547128472e-01
7.22202220222004e+07	-9.50547358725576e-01,3.09232036698178e-01
7.22262226222604e+07	-9.50458392757307e-01,3.09503500606091e-01
7.22322232223204e+07	-9.50369348920358e-01,3.09774938829912e-01
7.22382238223804e+07	-9.50280227222203e-01,3.10046351347376e-01
7.22442244224404e+07	-9.50191027670193e-01,3.10317738136187e-01
7.22502250225004e+07	-9.50101750271857e-01,3.10589099174087e-01
7.22562256225604e+07	-9.50012395034582e-01,3.10860434438793e-01
7.22622262226204e+07	-9.49922961965824e-01,3.11131743908030e-01
7.22682268226804e+07	-9.49833451073110e-01,3.11403027559549e-01
7.22742274227404e+07	-9.49743862363868e-01,3.11674285371064e-01
7.22802280228004e+07	-9.49654195845548e-01,3.11945517320321e-01
7.22862286228604e+07	-9.49564451525613e-01,3.12216723385048e-01
7.22922292229204e+07	-9.49474629411658e-01,3.12487903543008e-01
7.22982298229804e+07	-9.49384729511096e-01,3.12759057771902e-01
7.23042304230404e+07	-9.49294751831465e-01,3.13030186049518e-01
7.23102310231004e+07	-9.49204696380231e-01,3.13301288353578e-01
7.23162316231604e+07	-9.49114563164930e-01,3.13572364661836e-01
7.23222322232204e+07	-9.49024352193082e-01,3.13843414952044e-01
7.23282328232804e+07	-9.48934063472188e-01,3.14114439201958e-01
7.23342334233404e+07	-9.48843697009830e-01,3.14385437389319e-01
7.23402340234004e+07	-9.48753252813544e-01,3.14656409491910e-01
7.23462346234604e+07	-9.48662730890809e-01,3.14927355487458e-01
7.23522352235204e+07	-9.48572131249243e-01,3.15198275353759e-01
7.23582358235804e+07	-9.48481453896360e-01,3.15469169068555e-01
7.23642364236404e+07	-9.48390698839790e-01,3.15740036609624e-01
7.23702370237004e+07	-9.48299866087019e-01,3.16010877954708e-01
7.23762376237604e+07	-9.48208955645685e-01,3.16281693081610e-01
7.23822382238204e+07	-9.48117967523372e-01,3.16552481968102e-01
7.23882388238804e+07	-9.48026901727605e-01,3.16823244591938e-01
7.23942394239404e+07	-9.47935758266094e-01,3.17093980930894e-01
7.24002400240004e+07	-9.47844537146300e-01,3.17364690962773e-01
7.24062406240604e+07	-9.47753238375928e-01,3.17635374665336e-01
7.24122412241204e+07	-9.47661861962566e-01,3.17906032016374e-01
7.24182418241804e+07	-9.47570407913815e-01,3.18176662993670e-01
7.24242424242404e+07	-9.47478876237369e-01,3.18447267575026e-01
7.24302430243004e+07	-9.47387266940771e-01,3.18717845738225e-01
7.24362436243604e+07	-9.47295580031755e-01,3.18988397461039e-01
