Freq.	S11(v1)	S21(v1)
5.36036036036034e+07	-2.78859574631508e-01,-9.78391293031446e-02	2.65777444989357e-01,-8.90811069290556e-01
5.36936936936935e+07	-2.78540999957802e-01,-9.70585769021491e-02	2.63794614758352e-01,-8.91529401397027e-01
5.37837837837835e+07	-2.78215464752095e-01,-9.62777971180629e-02	2.61807886923441e-01,-8.92245107799837e-01
5.38738738738736e+07	-2.77882947211891e-01,-9.54968234434526e-02	2.59817240339171e-01,-8.92958169698591e-01
5.39639639639637e+07	-2.77543425556428e-01,-9.47156896330210e-02	2.57822653840202e-01,-8.93668567988120e-01
5.40540540540538e+07	-2.77196878028323e-01,-9.39344297060030e-02	2.55824106243471e-01,-8.94376283256265e-01
5.41441441441439e+07	-2.76843282895314e-01,-9.31530779484404e-02	2.53821576350273e-01,-8.95081295781676e-01
5.42342342342340e+07	-2.76482618452060e-01,-9.23716689154789e-02	2.51815042948389e-01,-8.95783585531617e-01
5.43243243243241e+07	-2.76114863021873e-01,-9.15902374338061e-02	2.49804484814377e-01,-8.96483132159728e-01
5.44144144144142e+07	-2.75739994958628e-01,-9.08088186038926e-02	2.47789880715703e-01,-8.97179915003828e-01
5.45045045045043e+07	-2.75357992648650e-01,-9.00274478023532e-02	2.45771209413019e-01,-8.97873913083695e-01
5.45945945945943e+07	-2.74968834512550e-01,-8.92461606843998e-02	2.43748449662558e-01,-8.98565105098813e-01
5.46846846846844e+07	-2.74572499007312e-01,-8.84649931860571e-02	2.41721580218337e-01,-8.99253469426179e-01
5.47747747747745e+07	-2.74168964628195e-01,-8.76839815266598e-02	2.39690579834655e-01,-8.99938984118038e-01
5.48648648648646e+07	-2.73758209910840e-01,-8.69031622111534e-02	2.37655427268441e-01,-9.00621626899669e-01
5.49549549549547e+07	-2.73340213433325e-01,-8.61225720325036e-02	2.35616101281742e-01,-9.01301375167131e-01
5.50450450450448e+07	-2.72914953818341e-01,-8.53422480740292e-02	2.33572580644165e-01,-9.01978205985041e-01
5.51351351351349e+07	-2.72482409735299e-01,-8.45622277118973e-02	2.31524844135515e-01,-9.02652096084310e-01
5.52252252252250e+07	-2.72042559902613e-01,-8.37825486173966e-02	2.29472870548262e-01,-9.03323021859913e-01
5.53153153153151e+07	-2.71595383089929e-01,-8.30032487594072e-02	2.27416638690217e-01,-9.03990959368646e-01
5.54054054054051e+07	-2.71140858120441e-01,-8.22243664067663e-02	2.25356127387169e-01,-9.04655884326867e-01
5.54954954954952e+07	-2.70678963873219e-01,-8.14459401307068e-02	2.23291315485613e-01,-9.05317772108250e-01
5.55855855855853e+07	-2.70209679285667e-01,-8.06680088072039e-02	2.21222181855436e-01,-9.05976597741560e-01
5.56756756756754e+07	-2.69732983355887e-01,-7.98906116194540e-02	2.19148705392771e-01,-9.06632335908376e-01
5.57657657657655e+07	-2.69248855145241e-01,-7.91137880602056e-02	2.17070865022757e-01,-9.07284960940866e-01
5.58558558558556e+07	-2.68757273780839e-01,-7.83375779342502e-02	2.14988639702474e-01,-9.07934446819538e-01
5.59459459459457e+07	-2.68258218458154e-01,-7.75620213607436e-02	2.12902008423793e-01,-9.08580767170989e-01
5.60360360360358e+07	-2.67751668443633e-01,-7.67871587757097e-02	2.10810950216412e-01,-9.09223895265674e-01
5.61261261261258e+07	-2.67237603077404e-01,-7.60130309343771e-02	2.08715444150796e-01,-9.09863804015666e-01
5.62162162162159e+07	-2.66716001775987e-01,-7.52396789136129e-02	2.06615469341259e-01,-9.10500465972413e-01
5.63063063063060e+07	-2.66186844035089e-01,-7.44671441143453e-02	2.04511004949066e-01,-9.11133853324519e-01
5.63963963963961e+07	-2.65650109432421e-01,-7.36954682639642e-02	2.02402030185580e-01,-9.11763937895504e-01
5.64864864864862e+07	-2.65105777630596e-01,-7.29246934187111e-02	2.00288524315442e-01,-9.12390691141586e-01
5.65765765765763e+07	-2.64553828380054e-01,-7.21548619660844e-02	1.98170466659814e-01,-9.13014084149463e-01
5.66666666666664e+07	-2.63994241522062e-01,-7.13860166272378e-02	1.96047836599668e-01,-9.13634087634102e-01
5.67567567567565e+07	-2.63426996991725e-01,-7.06182004593945e-02	1.93920613579147e-01,-9.14250671936528e-01
5.68468468468466e+07	-2.62852074821107e-01,-6.98514568581998e-02	1.91788777108919e-01,-9.14863807021625e-01
5.69369369369366e+07	-2.62269455142363e-01,-6.90858295601318e-02	1.89652306769635e-01,-9.15473462475952e-01
5.70270270270267e+07	-2.61679118190933e-01,-6.83213626448667e-02	1.87511182215416e-01,-9.16079607505541e-01
5.71171171171168e+07	-2.61081044308808e-01,-6.75581005376621e-02	1.85365383177391e-01,-9.16682210933741e-01
5.72072072072069e+07	-2.60475213947826e-01,-6.67960880117096e-02	1.83214889467286e-01,-9.17281241199033e-01
5.72972972972970e+07	-2.59861607673052e-01,-6.60353701904869e-02	1.81059680981061e-01,-9.17876666352885e-01
5.73873873873871e+07	-2.59240206166192e-01,-6.52759925501151e-02	1.78899737702616e-01,-9.18468454057601e-01
5.74774774774772e+07	-2.58610990229056e-01,-6.45180009217113e-02	1.76735039707547e-01,-9.19056571584182e-01
5.75675675675673e+07	-2.57973940787123e-01,-6.37614414936800e-02	1.74565567166920e-01,-9.19640985810206e-01
5.76576576576574e+07	-2.57329038893113e-01,-6.30063608140661e-02	1.72391300351154e-01,-9.20221663217721e-01
5.77477477477474e+07	-2.56676265730635e-01,-6.22528057928480e-02	1.70212219633924e-01,-9.20798569891131e-01
5.78378378378375e+07	-2.56015602617923e-01,-6.15008237042090e-02	1.68028305496103e-01,-9.21371671515129e-01
5.79279279279276e+07	-2.55347031011557e-01,-6.07504621888901e-02	1.65839538529850e-01,-9.21940933372609e-01
5.80180180180177e+07	-2.54670532510352e-01,-6.00017692563719e-02	1.63645899442604e-01,-9.22506320342631e-01
5.81081081081078e+07	-2.53986088859203e-01,-5.92547932871761e-02	1.61447369061269e-01,-9.23067796898368e-01
