Freq.	S11(v1)	S21(v1)
8.24924924924912e+07	1.73135531752014e-01,-1.44040990548965e-01	-5.79430201047073e-01,-7.83246128174651e-01
8.25525525525513e+07	1.74215785138237e-01,-1.45568464643928e-01	-5.81155923990148e-01,-7.81443561216070e-01
8.26126126126114e+07	1.75290250429665e-01,-1.47103266708173e-01	-5.82875045145266e-01,-7.79633372104013e-01
8.26726726726714e+07	1.76358872166137e-01,-1.48645366487343e-01	-5.84587509105151e-01,-7.77815592003796e-01
8.27327327327315e+07	1.77421595061993e-01,-1.50194733204691e-01	-5.86293260633682e-01,-7.75990252608310e-01
8.27927927927915e+07	1.78478364012010e-01,-1.51751335561903e-01	-5.87992244671908e-01,-7.74157386137252e-01
8.28528528528516e+07	1.79529124097343e-01,-1.53315141740000e-01	-5.89684406344078e-01,-7.72317025336274e-01
8.29129129129116e+07	1.80573820591468e-01,-1.54886119400321e-01	-5.91369690963665e-01,-7.70469203476054e-01
8.29729729729717e+07	1.81612398966126e-01,-1.56464235685583e-01	-5.93048044039404e-01,-7.68613954351285e-01
8.30330330330317e+07	1.82644804897262e-01,-1.58049457221020e-01	-5.94719411281313e-01,-7.66751312279591e-01
8.30930930930918e+07	1.83670984270976e-01,-1.59641750115606e-01	-5.96383738606733e-01,-7.64881312100349e-01
8.31531531531518e+07	1.84690883189456e-01,-1.61241079963347e-01	-5.98040972146356e-01,-7.63003989173445e-01
8.32132132132119e+07	1.85704447976921e-01,-1.62847411844665e-01	-5.99691058250245e-01,-7.61119379377938e-01
8.32732732732719e+07	1.86711625185547e-01,-1.64460710327854e-01	-6.01333943493864e-01,-7.59227519110649e-01
8.33333333333320e+07	1.87712361601397e-01,-1.66080939470619e-01	-6.02969574684091e-01,-7.57328445284667e-01
8.33933933933921e+07	1.88706604250340e-01,-1.67708062821691e-01	-6.04597898865233e-01,-7.55422195327775e-01
8.34534534534521e+07	1.89694300403958e-01,-1.69342043422533e-01	-6.06218863325024e-01,-7.53508807180790e-01
8.35135135135122e+07	1.90675397585455e-01,-1.70982843809111e-01	-6.07832415600621e-01,-7.51588319295830e-01
8.35735735735722e+07	1.91649843575534e-01,-1.72630426013754e-01	-6.09438503484588e-01,-7.49660770634492e-01
8.36336336336323e+07	1.92617586418286e-01,-1.74284751567102e-01	-6.11037075030870e-01,-7.47726200665947e-01
8.36936936936923e+07	1.93578574427051e-01,-1.75945781500114e-01	-6.12628078560747e-01,-7.45784649364966e-01
8.37537537537524e+07	1.94532756190264e-01,-1.77613476346175e-01	-6.14211462668785e-01,-7.43836157209850e-01
8.38138138138124e+07	1.95480080577294e-01,-1.79287796143276e-01	-6.15787176228764e-01,-7.41880765180283e-01
8.38738738738725e+07	1.96420496744259e-01,-1.80968700436272e-01	-6.17355168399587e-01,-7.39918514755109e-01
8.39339339339325e+07	1.97353954139823e-01,-1.82656148279226e-01	-6.18915388631184e-01,-7.37949447910023e-01
8.39939939939926e+07	1.98280402510973e-01,-1.84350098237826e-01	-6.20467786670381e-01,-7.35973607115176e-01
8.40540540540527e+07	1.99199791908783e-01,-1.86050508391890e-01	-6.22012312566757e-01,-7.33991035332710e-01
8.41141141141127e+07	2.00112072694143e-01,-1.87757336337944e-01	-6.23548916678482e-01,-7.32001776014203e-01
8.41741741741728e+07	2.01017195543473e-01,-1.89470539191879e-01	-6.25077549678122e-01,-7.30005873098035e-01
8.42342342342328e+07	2.01915111454410e-01,-1.91190073591697e-01	-6.26598162558432e-01,-7.28003371006675e-01
8.42942942942929e+07	2.02805771751471e-01,-1.92915895700326e-01	-6.28110706638113e-01,-7.25994314643887e-01
